,date
5745,2017-09-07
5746,2017-09-07
5747,2017-09-07
5748,2017-09-07
5749,2017-09-07
5750,2017-09-07
5751,2017-09-07
5752,2017-09-07
5753,2017-09-07
5754,2017-09-07
5755,2017-09-07
5756,2017-09-07
5757,2017-09-07
5758,2017-09-07
5759,2017-09-07
5820,2017-09-07
5821,2017-09-07
5822,2017-09-07
5823,2017-09-07
5824,2017-09-07
5825,2017-09-07
5826,2017-09-07
5827,2017-09-07
5828,2017-09-07
5829,2017-09-07
5830,2017-09-07
5831,2017-09-07
5832,2017-09-07
5833,2017-09-07
5834,2017-09-07
5835,2017-09-07
5836,2017-09-07
5837,2017-09-07
5838,2017-09-07
5839,2017-09-07
5901,2017-09-07
5902,2017-09-07
5903,2017-09-07
5904,2017-09-07
5905,2017-09-07
5906,2017-09-07
5907,2017-09-07
5908,2017-09-07
5909,2017-09-07
5910,2017-09-07
5911,2017-09-07
5912,2017-09-07
5913,2017-09-07
5914,2017-09-07
5915,2017-09-07
5916,2017-09-07
5917,2017-09-07
5918,2017-09-07
5919,2017-09-07
5920,2017-09-07
5982,2017-09-07
5983,2017-09-07
5984,2017-09-07
5985,2017-09-07
5986,2017-09-07
5987,2017-09-07
5988,2017-09-07
5989,2017-09-07
5990,2017-09-07
5991,2017-09-07
5992,2017-09-07
5993,2017-09-07
5994,2017-09-07
5995,2017-09-07
5996,2017-09-07
5997,2017-09-07
5998,2017-09-07
5999,2017-09-07
6000,2017-09-07
6001,2017-09-07
6063,2017-09-08
6064,2017-09-08
6065,2017-09-08
6066,2017-09-08
6067,2017-09-08
6068,2017-09-08
6069,2017-09-08
6070,2017-09-08
6071,2017-09-08
6072,2017-09-08
6073,2017-09-08
6074,2017-09-08
6075,2017-09-08
6076,2017-09-08
6077,2017-09-08
6078,2017-09-08
6079,2017-09-08
6080,2017-09-08
6081,2017-09-08
6082,2017-09-08
6144,2017-09-08
6145,2017-09-08
6146,2017-09-08
6147,2017-09-08
6148,2017-09-08
6149,2017-09-08
6150,2017-09-08
6151,2017-09-08
6152,2017-09-08
6153,2017-09-08
6154,2017-09-08
6155,2017-09-08
6156,2017-09-08
6157,2017-09-08
6158,2017-09-08
6159,2017-09-08
6160,2017-09-08
6161,2017-09-08
6162,2017-09-08
6163,2017-09-08
6225,2017-09-08
6226,2017-09-08
6227,2017-09-08
6228,2017-09-08
6229,2017-09-08
6230,2017-09-08
6231,2017-09-08
6232,2017-09-08
6233,2017-09-08
6234,2017-09-08
6235,2017-09-08
6236,2017-09-08
6237,2017-09-08
6238,2017-09-08
6239,2017-09-08
6240,2017-09-08
6241,2017-09-08
6242,2017-09-08
6243,2017-09-08
6244,2017-09-08
6306,2017-09-08
6307,2017-09-08
6308,2017-09-08
6309,2017-09-08
6310,2017-09-08
6311,2017-09-08
6312,2017-09-08
6313,2017-09-08
6314,2017-09-08
6315,2017-09-08
6316,2017-09-08
6317,2017-09-08
6318,2017-09-08
6319,2017-09-08
6320,2017-09-08
6321,2017-09-08
6322,2017-09-08
6323,2017-09-08
6324,2017-09-08
6325,2017-09-08
6386,2017-09-08
6387,2017-09-08
6388,2017-09-08
6389,2017-09-08
6390,2017-09-08
6391,2017-09-08
6392,2017-09-08
6393,2017-09-08
6394,2017-09-08
6395,2017-09-08
6396,2017-09-08
6397,2017-09-08
6398,2017-09-08
6399,2017-09-08
6400,2017-09-08
6401,2017-09-08
6402,2017-09-08
6403,2017-09-08
6404,2017-09-08
6405,2017-09-08
6467,2017-09-08
6468,2017-09-08
6469,2017-09-08
6470,2017-09-08
6471,2017-09-08
6472,2017-09-08
6473,2017-09-08
6474,2017-09-08
6475,2017-09-08
6476,2017-09-08
6477,2017-09-08
6478,2017-09-08
6479,2017-09-08
6480,2017-09-08
6481,2017-09-08
6482,2017-09-08
6483,2017-09-08
6484,2017-09-08
6485,2017-09-08
6486,2017-09-08
6548,2017-09-08
6549,2017-09-08
6550,2017-09-08
6551,2017-09-08
6552,2017-09-08
6553,2017-09-08
6554,2017-09-08
6555,2017-09-08
6556,2017-09-08
6557,2017-09-08
6558,2017-09-08
6559,2017-09-08
6560,2017-09-08
6561,2017-09-08
6562,2017-09-08
6563,2017-09-08
6564,2017-09-08
6565,2017-09-08
6566,2017-09-08
6567,2017-09-08
6629,2017-09-08
6630,2017-09-08
6631,2017-09-08
6632,2017-09-08
6633,2017-09-08
6634,2017-09-08
6635,2017-09-08
6636,2017-09-08
6637,2017-09-08
6638,2017-09-08
6639,2017-09-08
6640,2017-09-08
6641,2017-09-08
6642,2017-09-08
6643,2017-09-08
6644,2017-09-08
6645,2017-09-08
6646,2017-09-08
6647,2017-09-08
6648,2017-09-08
6710,2017-09-08
6711,2017-09-08
6712,2017-09-08
6713,2017-09-08
6714,2017-09-08
6715,2017-09-08
6716,2017-09-08
6717,2017-09-08
6718,2017-09-08
6719,2017-09-08
6720,2017-09-08
6721,2017-09-08
6722,2017-09-08
6723,2017-09-08
6724,2017-09-08
6725,2017-09-08
6726,2017-09-08
6727,2017-09-08
6728,2017-09-08
6729,2017-09-08
6791,2017-09-08
6792,2017-09-08
6793,2017-09-08
6794,2017-09-08
6795,2017-09-08
6796,2017-09-08
6797,2017-09-08
6798,2017-09-08
6799,2017-09-08
6800,2017-09-08
6801,2017-09-08
6802,2017-09-08
6803,2017-09-08
6804,2017-09-08
6805,2017-09-08
6806,2017-09-08
6807,2017-09-08
6808,2017-09-08
6809,2017-09-08
6810,2017-09-08
6872,2017-09-08
6873,2017-09-08
6874,2017-09-08
6875,2017-09-08
6876,2017-09-08
6877,2017-09-08
6878,2017-09-08
6879,2017-09-08
6880,2017-09-08
6881,2017-09-08
6882,2017-09-08
6883,2017-09-08
6884,2017-09-08
6885,2017-09-08
6886,2017-09-08
6887,2017-09-08
6888,2017-09-08
6889,2017-09-08
6890,2017-09-08
6891,2017-09-08
6953,2017-09-08
6954,2017-09-08
6955,2017-09-08
6956,2017-09-08
6957,2017-09-08
6958,2017-09-08
6959,2017-09-08
6960,2017-09-08
6961,2017-09-08
6962,2017-09-08
6963,2017-09-08
6964,2017-09-08
6965,2017-09-08
6966,2017-09-08
6967,2017-09-08
6968,2017-09-08
6969,2017-09-08
6970,2017-09-08
6971,2017-09-08
6972,2017-09-08
7034,2017-09-08
7035,2017-09-08
7036,2017-09-08
7037,2017-09-08
7038,2017-09-08
7039,2017-09-08
7040,2017-09-08
7041,2017-09-08
7042,2017-09-08
7043,2017-09-08
7044,2017-09-08
7045,2017-09-08
7046,2017-09-08
7047,2017-09-08
7048,2017-09-08
7049,2017-09-08
7050,2017-09-08
7051,2017-09-08
7052,2017-09-08
7053,2017-09-08
7115,2017-09-08
7116,2017-09-08
7117,2017-09-08
7118,2017-09-08
7119,2017-09-08
7120,2017-09-08
7121,2017-09-08
7122,2017-09-08
7123,2017-09-08
7124,2017-09-08
7125,2017-09-08
7126,2017-09-08
7127,2017-09-08
7128,2017-09-08
7129,2017-09-08
7130,2017-09-08
7131,2017-09-08
7132,2017-09-08
7133,2017-09-08
7134,2017-09-08
7196,2017-09-08
7197,2017-09-08
7198,2017-09-08
7199,2017-09-08
7200,2017-09-08
7201,2017-09-08
7202,2017-09-08
7203,2017-09-08
7204,2017-09-08
7205,2017-09-08
7206,2017-09-08
7207,2017-09-08
7208,2017-09-08
7209,2017-09-08
7210,2017-09-08
7211,2017-09-08
7212,2017-09-08
7213,2017-09-08
7214,2017-09-08
7215,2017-09-08
7277,2017-09-11
7278,2017-09-11
7279,2017-09-11
7280,2017-09-11
7281,2017-09-11
7282,2017-09-11
7283,2017-09-11
7284,2017-09-11
7285,2017-09-11
7286,2017-09-11
7287,2017-09-11
7288,2017-09-11
7289,2017-09-11
7290,2017-09-11
7291,2017-09-11
7292,2017-09-11
7293,2017-09-11
7294,2017-09-11
7295,2017-09-11
7296,2017-09-11
7358,2017-09-11
7359,2017-09-11
7360,2017-09-11
7361,2017-09-11
7362,2017-09-11
7363,2017-09-11
7364,2017-09-11
7365,2017-09-11
7366,2017-09-11
7367,2017-09-11
7368,2017-09-11
7369,2017-09-11
7370,2017-09-11
7371,2017-09-11
7372,2017-09-11
7373,2017-09-11
7374,2017-09-11
7375,2017-09-11
7376,2017-09-11
7377,2017-09-11
7439,2017-09-11
7440,2017-09-11
7441,2017-09-11
7442,2017-09-11
7443,2017-09-11
7444,2017-09-11
7445,2017-09-11
7446,2017-09-11
7447,2017-09-11
7448,2017-09-11
7449,2017-09-11
7450,2017-09-11
7451,2017-09-11
7452,2017-09-11
7453,2017-09-11
7454,2017-09-11
7455,2017-09-11
7456,2017-09-11
7457,2017-09-11
7458,2017-09-11
7520,2017-09-11
7521,2017-09-11
7522,2017-09-11
7523,2017-09-11
7524,2017-09-11
7525,2017-09-11
7526,2017-09-11
7527,2017-09-11
7528,2017-09-11
7529,2017-09-11
7530,2017-09-11
7531,2017-09-11
7532,2017-09-11
7533,2017-09-11
7534,2017-09-11
7535,2017-09-11
7536,2017-09-11
7537,2017-09-11
7538,2017-09-11
7539,2017-09-11
7601,2017-09-11
7602,2017-09-11
7603,2017-09-11
7604,2017-09-11
7605,2017-09-11
7606,2017-09-11
7607,2017-09-11
7608,2017-09-11
7609,2017-09-11
7610,2017-09-11
7611,2017-09-11
7612,2017-09-11
7613,2017-09-11
7614,2017-09-11
7615,2017-09-11
7616,2017-09-11
7617,2017-09-11
7618,2017-09-11
7619,2017-09-11
7620,2017-09-11
7682,2017-09-11
7683,2017-09-11
7684,2017-09-11
7685,2017-09-11
7686,2017-09-11
7687,2017-09-11
7688,2017-09-11
7689,2017-09-11
7690,2017-09-11
7691,2017-09-11
7692,2017-09-11
7693,2017-09-11
7694,2017-09-11
7695,2017-09-11
7696,2017-09-11
7697,2017-09-11
7698,2017-09-11
7699,2017-09-11
7700,2017-09-11
7701,2017-09-11
7763,2017-09-11
7764,2017-09-11
7765,2017-09-11
7766,2017-09-11
7767,2017-09-11
7768,2017-09-11
7769,2017-09-11
7770,2017-09-11
7771,2017-09-11
7772,2017-09-11
7773,2017-09-11
7774,2017-09-11
7775,2017-09-11
7776,2017-09-11
7777,2017-09-11
7778,2017-09-11
7779,2017-09-11
7780,2017-09-11
7781,2017-09-11
7782,2017-09-11
7844,2017-09-11
7845,2017-09-11
7846,2017-09-11
7847,2017-09-11
7848,2017-09-11
7849,2017-09-11
7850,2017-09-11
7851,2017-09-11
7852,2017-09-11
7853,2017-09-11
7854,2017-09-11
7855,2017-09-11
7856,2017-09-11
7857,2017-09-11
7858,2017-09-11
7859,2017-09-11
7860,2017-09-11
7861,2017-09-11
7862,2017-09-11
7863,2017-09-11
7925,2017-09-11
7926,2017-09-11
7927,2017-09-11
7928,2017-09-11
7929,2017-09-11
7930,2017-09-11
7931,2017-09-11
7932,2017-09-11
7933,2017-09-11
7934,2017-09-11
7935,2017-09-11
7936,2017-09-11
7937,2017-09-11
7938,2017-09-11
7939,2017-09-11
7940,2017-09-11
7941,2017-09-11
7942,2017-09-11
7943,2017-09-11
7944,2017-09-11
8006,2017-09-11
8007,2017-09-11
8008,2017-09-11
8009,2017-09-11
8010,2017-09-11
8011,2017-09-11
8012,2017-09-11
8013,2017-09-11
8014,2017-09-11
8015,2017-09-11
8016,2017-09-11
8017,2017-09-11
8018,2017-09-11
8019,2017-09-11
8020,2017-09-11
8021,2017-09-11
8022,2017-09-11
8023,2017-09-11
8024,2017-09-11
8025,2017-09-11
8087,2017-09-11
8088,2017-09-11
8089,2017-09-11
8090,2017-09-11
8091,2017-09-11
8092,2017-09-11
8093,2017-09-11
8094,2017-09-11
8095,2017-09-11
8096,2017-09-11
8097,2017-09-11
8098,2017-09-11
8099,2017-09-11
8100,2017-09-11
8101,2017-09-11
8102,2017-09-11
8103,2017-09-11
8104,2017-09-11
8105,2017-09-11
8106,2017-09-11
8168,2017-09-11
8169,2017-09-11
8170,2017-09-11
8171,2017-09-11
8172,2017-09-11
8173,2017-09-11
8174,2017-09-11
8175,2017-09-11
8176,2017-09-11
8177,2017-09-11
8178,2017-09-11
8179,2017-09-11
8180,2017-09-11
8181,2017-09-11
8182,2017-09-11
8183,2017-09-11
8184,2017-09-11
8185,2017-09-11
8186,2017-09-11
8187,2017-09-11
8249,2017-09-11
8250,2017-09-11
8251,2017-09-11
8252,2017-09-11
8253,2017-09-11
8254,2017-09-11
8255,2017-09-11
8256,2017-09-11
8257,2017-09-11
8258,2017-09-11
8259,2017-09-11
8260,2017-09-11
8261,2017-09-11
8262,2017-09-11
8263,2017-09-11
8264,2017-09-11
8265,2017-09-11
8266,2017-09-11
8267,2017-09-11
8268,2017-09-11
8330,2017-09-11
8331,2017-09-11
8332,2017-09-11
8333,2017-09-11
8334,2017-09-11
8335,2017-09-11
8336,2017-09-11
8337,2017-09-11
8338,2017-09-11
8339,2017-09-11
8340,2017-09-11
8341,2017-09-11
8342,2017-09-11
8343,2017-09-11
8344,2017-09-11
8345,2017-09-11
8346,2017-09-11
8347,2017-09-11
8348,2017-09-11
8349,2017-09-11
8411,2017-09-11
8412,2017-09-11
8413,2017-09-11
8414,2017-09-11
8415,2017-09-11
8416,2017-09-11
8417,2017-09-11
8418,2017-09-11
8419,2017-09-11
8420,2017-09-11
8421,2017-09-11
8422,2017-09-11
8423,2017-09-11
8424,2017-09-11
8425,2017-09-11
8426,2017-09-11
8427,2017-09-11
8428,2017-09-11
8429,2017-09-11
8430,2017-09-11
8492,2017-09-12
8493,2017-09-12
8494,2017-09-12
8495,2017-09-12
8496,2017-09-12
8497,2017-09-12
8498,2017-09-12
8499,2017-09-12
8500,2017-09-12
8501,2017-09-12
8502,2017-09-12
8503,2017-09-12
8504,2017-09-12
8505,2017-09-12
8506,2017-09-12
8507,2017-09-12
8508,2017-09-12
8509,2017-09-12
8510,2017-09-12
8511,2017-09-12
8573,2017-09-12
8574,2017-09-12
8575,2017-09-12
8576,2017-09-12
8577,2017-09-12
8578,2017-09-12
8579,2017-09-12
8580,2017-09-12
8581,2017-09-12
8582,2017-09-12
8583,2017-09-12
8584,2017-09-12
8585,2017-09-12
8586,2017-09-12
8587,2017-09-12
8588,2017-09-12
8589,2017-09-12
8590,2017-09-12
8591,2017-09-12
8592,2017-09-12
8654,2017-09-12
8655,2017-09-12
8656,2017-09-12
8657,2017-09-12
8658,2017-09-12
8659,2017-09-12
8660,2017-09-12
8661,2017-09-12
8662,2017-09-12
8663,2017-09-12
8664,2017-09-12
8665,2017-09-12
8666,2017-09-12
8667,2017-09-12
8668,2017-09-12
8669,2017-09-12
8670,2017-09-12
8671,2017-09-12
8672,2017-09-12
8673,2017-09-12
8735,2017-09-12
8736,2017-09-12
8737,2017-09-12
8738,2017-09-12
8739,2017-09-12
8740,2017-09-12
8741,2017-09-12
8742,2017-09-12
8743,2017-09-12
8744,2017-09-12
8745,2017-09-12
8746,2017-09-12
8747,2017-09-12
8748,2017-09-12
8749,2017-09-12
8750,2017-09-12
8751,2017-09-12
8752,2017-09-12
8753,2017-09-12
8754,2017-09-12
8816,2017-09-12
8817,2017-09-12
8818,2017-09-12
8819,2017-09-12
8820,2017-09-12
8821,2017-09-12
8822,2017-09-12
8823,2017-09-12
8824,2017-09-12
8825,2017-09-12
8826,2017-09-12
8827,2017-09-12
8828,2017-09-12
8829,2017-09-12
8830,2017-09-12
8831,2017-09-12
8832,2017-09-12
8833,2017-09-12
8834,2017-09-12
8835,2017-09-12
8897,2017-09-12
8898,2017-09-12
8899,2017-09-12
8900,2017-09-12
8901,2017-09-12
8902,2017-09-12
8903,2017-09-12
8904,2017-09-12
8905,2017-09-12
8906,2017-09-12
8907,2017-09-12
8908,2017-09-12
8909,2017-09-12
8910,2017-09-12
8911,2017-09-12
8912,2017-09-12
8913,2017-09-12
8914,2017-09-12
8915,2017-09-12
8916,2017-09-12
8978,2017-09-12
8979,2017-09-12
8980,2017-09-12
8981,2017-09-12
8982,2017-09-12
8983,2017-09-12
8984,2017-09-12
8985,2017-09-12
8986,2017-09-12
8987,2017-09-12
8988,2017-09-12
8989,2017-09-12
8990,2017-09-12
8991,2017-09-12
8992,2017-09-12
8993,2017-09-12
8994,2017-09-12
8995,2017-09-12
8996,2017-09-12
8997,2017-09-12
9059,2017-09-12
9060,2017-09-12
9061,2017-09-12
9062,2017-09-12
9063,2017-09-12
9064,2017-09-12
9065,2017-09-12
9066,2017-09-12
9067,2017-09-12
9068,2017-09-12
9069,2017-09-12
9070,2017-09-12
9071,2017-09-12
9072,2017-09-12
9073,2017-09-12
9074,2017-09-12
9075,2017-09-12
9076,2017-09-12
9077,2017-09-12
9078,2017-09-12
9140,2017-09-12
9141,2017-09-12
9142,2017-09-12
9143,2017-09-12
9144,2017-09-12
9145,2017-09-12
9146,2017-09-12
9147,2017-09-12
9148,2017-09-12
9149,2017-09-12
9150,2017-09-12
9151,2017-09-12
9152,2017-09-12
9153,2017-09-12
9154,2017-09-12
9155,2017-09-12
9156,2017-09-12
9157,2017-09-12
9158,2017-09-12
9159,2017-09-12
9221,2017-09-12
9222,2017-09-12
9223,2017-09-12
9224,2017-09-12
9225,2017-09-12
9226,2017-09-12
9227,2017-09-12
9228,2017-09-12
9229,2017-09-12
9230,2017-09-12
9231,2017-09-12
9232,2017-09-12
9233,2017-09-12
9234,2017-09-12
9235,2017-09-12
9236,2017-09-12
9237,2017-09-12
9238,2017-09-12
9239,2017-09-12
9240,2017-09-12
9301,2017-09-12
9302,2017-09-12
9303,2017-09-12
9304,2017-09-12
9305,2017-09-12
9306,2017-09-12
9307,2017-09-12
9308,2017-09-12
9309,2017-09-12
9310,2017-09-12
9311,2017-09-12
9312,2017-09-12
9313,2017-09-12
9314,2017-09-12
9315,2017-09-12
9316,2017-09-12
9317,2017-09-12
9318,2017-09-12
9319,2017-09-12
9320,2017-09-12
9382,2017-09-12
9383,2017-09-12
9384,2017-09-12
9385,2017-09-12
9386,2017-09-12
9387,2017-09-12
9388,2017-09-12
9389,2017-09-12
9390,2017-09-12
9391,2017-09-12
9392,2017-09-12
9393,2017-09-12
9394,2017-09-12
9395,2017-09-12
9396,2017-09-12
9397,2017-09-12
9398,2017-09-12
9399,2017-09-12
9400,2017-09-12
9401,2017-09-12
9462,2017-09-12
9463,2017-09-12
9464,2017-09-12
9465,2017-09-12
9466,2017-09-12
9467,2017-09-12
9468,2017-09-12
9469,2017-09-12
9470,2017-09-12
9471,2017-09-12
9472,2017-09-12
9473,2017-09-12
9474,2017-09-12
9475,2017-09-12
9476,2017-09-12
9477,2017-09-12
9478,2017-09-12
9479,2017-09-12
9480,2017-09-12
9481,2017-09-12
9543,2017-09-12
9544,2017-09-12
9545,2017-09-12
9546,2017-09-12
9547,2017-09-12
9548,2017-09-12
9549,2017-09-12
9550,2017-09-12
9551,2017-09-12
9552,2017-09-12
9553,2017-09-12
9554,2017-09-12
9555,2017-09-12
9556,2017-09-12
9557,2017-09-12
9558,2017-09-12
9559,2017-09-12
9560,2017-09-12
9561,2017-09-12
9562,2017-09-12
9623,2017-09-12
9624,2017-09-12
9625,2017-09-12
9626,2017-09-12
9627,2017-09-12
9628,2017-09-12
9629,2017-09-12
9630,2017-09-12
9631,2017-09-12
9632,2017-09-12
9633,2017-09-12
9634,2017-09-12
9635,2017-09-12
9636,2017-09-12
9637,2017-09-12
9638,2017-09-12
9639,2017-09-12
9640,2017-09-12
9641,2017-09-12
9642,2017-09-12
9704,2017-09-13
9705,2017-09-13
9706,2017-09-13
9707,2017-09-13
9708,2017-09-13
9709,2017-09-13
9710,2017-09-13
9711,2017-09-13
9712,2017-09-13
9713,2017-09-13
9714,2017-09-13
9715,2017-09-13
9716,2017-09-13
9717,2017-09-13
9718,2017-09-13
9719,2017-09-13
9720,2017-09-13
9721,2017-09-13
9722,2017-09-13
9723,2017-09-13
9785,2017-09-13
9786,2017-09-13
9787,2017-09-13
9788,2017-09-13
9789,2017-09-13
9790,2017-09-13
9791,2017-09-13
9792,2017-09-13
9793,2017-09-13
9794,2017-09-13
9795,2017-09-13
9796,2017-09-13
9797,2017-09-13
9798,2017-09-13
9799,2017-09-13
9800,2017-09-13
9801,2017-09-13
9802,2017-09-13
9803,2017-09-13
9804,2017-09-13
9866,2017-09-13
9867,2017-09-13
9868,2017-09-13
9869,2017-09-13
9870,2017-09-13
9871,2017-09-13
9872,2017-09-13
9873,2017-09-13
9874,2017-09-13
9875,2017-09-13
9876,2017-09-13
9877,2017-09-13
9878,2017-09-13
9879,2017-09-13
9880,2017-09-13
9881,2017-09-13
9882,2017-09-13
9883,2017-09-13
9884,2017-09-13
9885,2017-09-13
9947,2017-09-13
9948,2017-09-13
9949,2017-09-13
9950,2017-09-13
9951,2017-09-13
9952,2017-09-13
9953,2017-09-13
9954,2017-09-13
9955,2017-09-13
9956,2017-09-13
9957,2017-09-13
9958,2017-09-13
9959,2017-09-13
9960,2017-09-13
9961,2017-09-13
9962,2017-09-13
9963,2017-09-13
9964,2017-09-13
9965,2017-09-13
9966,2017-09-13
10028,2017-09-13
10029,2017-09-13
10030,2017-09-13
10031,2017-09-13
10032,2017-09-13
10033,2017-09-13
10034,2017-09-13
10035,2017-09-13
10036,2017-09-13
10037,2017-09-13
10038,2017-09-13
10039,2017-09-13
10040,2017-09-13
10041,2017-09-13
10042,2017-09-13
10043,2017-09-13
10044,2017-09-13
10045,2017-09-13
10046,2017-09-13
10047,2017-09-13
10109,2017-09-13
10110,2017-09-13
10111,2017-09-13
10112,2017-09-13
10113,2017-09-13
10114,2017-09-13
10115,2017-09-13
10116,2017-09-13
10117,2017-09-13
10118,2017-09-13
10119,2017-09-13
10120,2017-09-13
10121,2017-09-13
10122,2017-09-13
10123,2017-09-13
10124,2017-09-13
10125,2017-09-13
10126,2017-09-13
10127,2017-09-13
10128,2017-09-13
10190,2017-09-13
10191,2017-09-13
10192,2017-09-13
10193,2017-09-13
10194,2017-09-13
10195,2017-09-13
10196,2017-09-13
10197,2017-09-13
10198,2017-09-13
10199,2017-09-13
10200,2017-09-13
10201,2017-09-13
10202,2017-09-13
10203,2017-09-13
10204,2017-09-13
10205,2017-09-13
10206,2017-09-13
10207,2017-09-13
10208,2017-09-13
10209,2017-09-13
10271,2017-09-13
10272,2017-09-13
10273,2017-09-13
10274,2017-09-13
10275,2017-09-13
10276,2017-09-13
10277,2017-09-13
10278,2017-09-13
10279,2017-09-13
10280,2017-09-13
10281,2017-09-13
10282,2017-09-13
10283,2017-09-13
10284,2017-09-13
10285,2017-09-13
10286,2017-09-13
10287,2017-09-13
10288,2017-09-13
10289,2017-09-13
10290,2017-09-13
10352,2017-09-13
10353,2017-09-13
10354,2017-09-13
10355,2017-09-13
10356,2017-09-13
10357,2017-09-13
10358,2017-09-13
10359,2017-09-13
10360,2017-09-13
10361,2017-09-13
10362,2017-09-13
10363,2017-09-13
10364,2017-09-13
10365,2017-09-13
10366,2017-09-13
10367,2017-09-13
10368,2017-09-13
10369,2017-09-13
10370,2017-09-13
10371,2017-09-13
10433,2017-09-13
10434,2017-09-13
10435,2017-09-13
10436,2017-09-13
10437,2017-09-13
10438,2017-09-13
10439,2017-09-13
10440,2017-09-13
10441,2017-09-13
10442,2017-09-13
10443,2017-09-13
10444,2017-09-13
10445,2017-09-13
10446,2017-09-13
10447,2017-09-13
10448,2017-09-13
10449,2017-09-13
10450,2017-09-13
10451,2017-09-13
10452,2017-09-13
10514,2017-09-13
10515,2017-09-13
10516,2017-09-13
10517,2017-09-13
10518,2017-09-13
10519,2017-09-13
10520,2017-09-13
10521,2017-09-13
10522,2017-09-13
10523,2017-09-13
10524,2017-09-13
10525,2017-09-13
10526,2017-09-13
10527,2017-09-13
10528,2017-09-13
10529,2017-09-13
10530,2017-09-13
10531,2017-09-13
10532,2017-09-13
10533,2017-09-13
10595,2017-09-13
10596,2017-09-13
10597,2017-09-13
10598,2017-09-13
10599,2017-09-13
10600,2017-09-13
10601,2017-09-13
10602,2017-09-13
10603,2017-09-13
10604,2017-09-13
10605,2017-09-13
10606,2017-09-13
10607,2017-09-13
10608,2017-09-13
10609,2017-09-13
10610,2017-09-13
10611,2017-09-13
10612,2017-09-13
10613,2017-09-13
10614,2017-09-13
10676,2017-09-13
10677,2017-09-13
10678,2017-09-13
10679,2017-09-13
10680,2017-09-13
10681,2017-09-13
10682,2017-09-13
10683,2017-09-13
10684,2017-09-13
10685,2017-09-13
10686,2017-09-13
10687,2017-09-13
10688,2017-09-13
10689,2017-09-13
10690,2017-09-13
10691,2017-09-13
10692,2017-09-13
10693,2017-09-13
10694,2017-09-13
10695,2017-09-13
10757,2017-09-13
10758,2017-09-13
10759,2017-09-13
10760,2017-09-13
10761,2017-09-13
10762,2017-09-13
10763,2017-09-13
10764,2017-09-13
10765,2017-09-13
10766,2017-09-13
10767,2017-09-13
10768,2017-09-13
10769,2017-09-13
10770,2017-09-13
10771,2017-09-13
10772,2017-09-13
10773,2017-09-13
10774,2017-09-13
10775,2017-09-13
10776,2017-09-13
10838,2017-09-13
10839,2017-09-13
10840,2017-09-13
10841,2017-09-13
10842,2017-09-13
10843,2017-09-13
10844,2017-09-13
10845,2017-09-13
10846,2017-09-13
10847,2017-09-13
10848,2017-09-13
10849,2017-09-13
10850,2017-09-13
10851,2017-09-13
10852,2017-09-13
10853,2017-09-13
10854,2017-09-13
10855,2017-09-13
10856,2017-09-13
10857,2017-09-13
10919,2017-09-14
10920,2017-09-14
10921,2017-09-14
10922,2017-09-14
10923,2017-09-14
10924,2017-09-14
10925,2017-09-14
10926,2017-09-14
10927,2017-09-14
10928,2017-09-14
10929,2017-09-14
10930,2017-09-14
10931,2017-09-14
10932,2017-09-14
10933,2017-09-14
10934,2017-09-14
10935,2017-09-14
10936,2017-09-14
10937,2017-09-14
10938,2017-09-14
11000,2017-09-14
11001,2017-09-14
11002,2017-09-14
11003,2017-09-14
11004,2017-09-14
11005,2017-09-14
11006,2017-09-14
11007,2017-09-14
11008,2017-09-14
11009,2017-09-14
11010,2017-09-14
11011,2017-09-14
11012,2017-09-14
11013,2017-09-14
11014,2017-09-14
11015,2017-09-14
11016,2017-09-14
11017,2017-09-14
11018,2017-09-14
11019,2017-09-14
11080,2017-09-14
11081,2017-09-14
11082,2017-09-14
11083,2017-09-14
11084,2017-09-14
11085,2017-09-14
11086,2017-09-14
11087,2017-09-14
11088,2017-09-14
11089,2017-09-14
11090,2017-09-14
11091,2017-09-14
11092,2017-09-14
11093,2017-09-14
11094,2017-09-14
11095,2017-09-14
11096,2017-09-14
11097,2017-09-14
11098,2017-09-14
11099,2017-09-14
11161,2017-09-14
11162,2017-09-14
11163,2017-09-14
11164,2017-09-14
11165,2017-09-14
11166,2017-09-14
11167,2017-09-14
11168,2017-09-14
11169,2017-09-14
11170,2017-09-14
11171,2017-09-14
11172,2017-09-14
11173,2017-09-14
11174,2017-09-14
11175,2017-09-14
11176,2017-09-14
11177,2017-09-14
11178,2017-09-14
11179,2017-09-14
11180,2017-09-14
11242,2017-09-14
11243,2017-09-14
11244,2017-09-14
11245,2017-09-14
11246,2017-09-14
11247,2017-09-14
11248,2017-09-14
11249,2017-09-14
11250,2017-09-14
11251,2017-09-14
11252,2017-09-14
11253,2017-09-14
11254,2017-09-14
11255,2017-09-14
11256,2017-09-14
11257,2017-09-14
11258,2017-09-14
11259,2017-09-14
11260,2017-09-14
11261,2017-09-14
11323,2017-09-14
11324,2017-09-14
11325,2017-09-14
11326,2017-09-14
11327,2017-09-14
11328,2017-09-14
11329,2017-09-14
11330,2017-09-14
11331,2017-09-14
11332,2017-09-14
11333,2017-09-14
